TPSSO,united states|pennsylvania|Somerset South TP|NA|4PA SOUTH SOMERSET TP|PA South Somerset Travel Plaza|Somerset South TP|South Somerset Travel Plaza|0|NA|NA|#N/D|39.999206|-79.046413
TPTHO,kiosks / servers / middleware devices|bk-kiosks / bk-qik servers|NA|NA|4NJ THOMAS EDISON TP|NJ Thomas Edison Travel Plaza|Thomas Edison TP|Thomas Edison Service Area|0|NA|NA|NA|40.559957|-74.264602
TPTHO,united states|new jersey|Thomas Edison TP|NA|4NJ THOMAS EDISON TP|NJ Thomas Edison Travel Plaza|Thomas Edison TP|Thomas Edison Service Area|0|NA|NA|#N/D|40.559957|-74.264602
TPTIF,kiosks / servers / middleware devices|bk-kiosks / bk-qik servers|NA|NA|4OH TIFFIN RIVER TP|OH Tiffin River Travel Plaza|Tiffin River|Tiffin River Travel Plaza|0|NA|NA|NA|41.603299|-84.407763
TPTIF,united states|ohio|Tiffin River|NA|4OH TIFFIN RIVER TP|OH Tiffin River Travel Plaza|Tiffin River|Tiffin River Travel Plaza|0|NA|NA|#N/D|41.603299|-84.407763
TPTOW,united states|ohio|Towpath Turnpike|NA|4OH TOWPATH TP|OH Towpath II Travel Plaza|Towpath Turnpike|Towpath Travel Plaza|0|NA|NA|#N/D|41.291762|-81.675371
TPULS,united states|new york|Ulster TP|NA|4NY ULSTER TP|NY Ulster Travel Plaza|Ulster TP|Ulster Travel Plaza|0|NA|NA|#N/D|42.014072|-73.999883
TPVAL,united states|pennsylvania|Valley Forge TP|NA|4PA VALLEY FORGE TP|PA Valley Forge Travel Plaza|Valley Forge TP|Valley Forge Service Plaza|0|NA|NA|#N/D|40.083144|-75.439979
TPVER,united states|ohio|Vermillion TP|NA|4OH VERMILION VALLEY TP|OH Vermilion Valley Travel Pl|Vermillion TP|Vermilion Travel Plaza|0|NA|NA|#N/D|41.377465|-82.224674
TPVIN,united states|new jersey|Vince Lombardi|NA|4NJ VINCE LOMBARDI TP|NJ Vince Lombardi Travel Plaza|Vince Lombardi|Vince Lombardi Travel Plaza|0|NA|NA|#N/D|40.82278|-74.029723
TPWAL,united states|new jersey|Walt Whitman TP|NA|4NJ WALT WHITMAN TP|NJ Walt Whitman Travel Plaza|Walt Whitman TP|Walt Whitman Service Area|0|NA|NA|#N/D|39.885924|-75.002695
TPWOO,united states|new jersey|NJ Regional (Part of Woodrow Wilson TP)|NA|NEWARK AP|Newark Airport F&B Term B|NJ Regional (Part of Woodrow Wilson TP)|Newark Liberty International Airport|0|NA|NA|EWR|40.69250107|-74.16870117
TPWOO,united states|new jersey|Woodrow Wilson TP|NA|4NJ WOODROW WILSON TP|NJ Woodrow Wilson Travel Plaza|Woodrow Wilson TP|Woodrow Wilson Travel Plaza|0|NA|NA|#N/D|40.176267|-74.628647
TPWSH,kiosks / servers / middleware devices|bk-kiosks / bk-qik servers|NA|NA|4IN WILBUR SHAW TP|IN Wilbur Shaw Plaza|Wilbur Shaw|Wilbur Shaw Plaza|0|NA|NA|NA|41.706998|-86.623465
TPWSH,united states|indiana|Wilbur Shaw|NA|4IN WILBUR SHAW TP|IN Wilbur Shaw Plaza|Wilbur Shaw|Wilbur Shaw Plaza|0|NA|NA|#N/D|41.706998|-86.623465

