HFPIT-2930F.9-WigleWhisky,united states|pennsylvania|Pittsburgh Int'l AP   ( PIT )|NA|NA|NA|NA|NA|0|switches|Airport|NA|39.027677|-77.139111
HFSTL-2960X.20-Vineyard,united states|missouri|St. Louis Airport  (STL)|NA|NA|NA|NA|NA|0|switches|Airport|NA|39.027677|-77.139111
HFYVR-2930F.2-MainOffice,canada|vancouver int'l airport  ( yvr )|Vancouver Int'l Airport  ( YVR )|NA|NA|NA|NA|NA|100|core_switch|Airport|NA|39.027677|-77.139111
HFYVR-2960.39-C38,canada|vancouver int'l airport  ( yvr )|Vancouver Int'l Airport  ( YVR )|NA|NA|NA|NA|NA|0|switches|Airport|NA|39.027677|-77.139111
HFYVR-2960.40-2L-BRIOCHE,canada|vancouver int'l airport  ( yvr )|Vancouver Int'l Airport  ( YVR )|NA|NA|NA|NA|NA|0|switches|Airport|NA|39.027677|-77.139111
HFYVR-2960.41-WestChevronSTBX,canada|vancouver int'l airport  ( yvr )|Vancouver Int'l Airport  ( YVR )|NA|NA|NA|NA|NA|0|switches|Airport|NA|39.027677|-77.139111
HFYVR-2960.44-2R,canada|vancouver int'l airport  ( yvr )|Vancouver Int'l Airport  ( YVR )|NA|NA|NA|NA|NA|0|switches|Airport|NA|39.027677|-77.139111
HFYVR-2960.45-Comm-Room-2T.Canucks,canada|vancouver int'l airport  ( yvr )|Vancouver Int'l Airport  ( YVR )|NA|NA|NA|NA|NA|0|switches|Airport|NA|39.027677|-77.139111
HFYVR-2960.46-Q3,canada|vancouver int'l airport  ( yvr )|Vancouver Int'l Airport  ( YVR )|NA|NA|NA|NA|NA|0|switches|Airport|NA|39.027677|-77.139111
HFYVR-2960.47-3H,canada|vancouver int'l airport  ( yvr )|Vancouver Int'l Airport  ( YVR )|NA|NA|NA|NA|NA|0|switches|Airport|NA|39.027677|-77.139111
HFYVR-2960.48-CER.3N,canada|vancouver int'l airport  ( yvr )|Vancouver Int'l Airport  ( YVR )|NA|NA|NA|NA|NA|0|switches|Airport|NA|39.027677|-77.139111
HFYVR-2960.51-2F,canada|vancouver int'l airport  ( yvr )|Vancouver Int'l Airport  ( YVR )|NA|NA|NA|NA|NA|0|switches|Airport|NA|39.027677|-77.139111
HFYVR-2960.52-TER,canada|vancouver int'l airport  ( yvr )|Vancouver Int'l Airport  ( YVR )|NA|NA|NA|NA|NA|0|switches|Airport|NA|39.027677|-77.139111
HFYVR-2960.53-3T,canada|vancouver int'l airport  ( yvr )|Vancouver Int'l Airport  ( YVR )|NA|NA|NA|NA|NA|0|switches|Airport|NA|39.027677|-77.139111
HFYVR-2960.54-3X-WHITESPOT,canada|vancouver int'l airport  ( yvr )|Vancouver Int'l Airport  ( YVR )|NA|NA|NA|NA|NA|0|switches|Airport|NA|39.027677|-77.139111
